"Kernel","Metric Name","Metric Description","Min","Max","Avg"
"row_sums__one_block_per_row_strided__warp_aware","local_store_transactions","Local Store Transactions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","gst_transactions","Global Store Transactions",16384,16384,16384
"row_sums__one_block_per_row_strided__warp_aware","dram_read_transactions","Device Memory Read Transactions",33685390,33786797,33752356
"row_sums__one_block_per_row_strided__warp_aware","dram_write_transactions","Device Memory Write Transactions",4933,19103,9974
"row_sums__one_block_per_row_strided__warp_aware","global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row_strided__warp_aware","local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row_strided__warp_aware","gld_requested_throughput","Requested Global Load Throughput",158.784019GB/s,158.977230GB/s,158.900237GB/s
"row_sums__one_block_per_row_strided__warp_aware","gst_requested_throughput","Requested Global Store Throughput",9.924001MB/s,9.936076MB/s,9.931264MB/s
"row_sums__one_block_per_row_strided__warp_aware","gld_throughput","Global Load Throughput",158.784019GB/s,158.977230GB/s,158.900237GB/s
"row_sums__one_block_per_row_strided__warp_aware","gst_throughput","Global Store Throughput",79.392009MB/s,79.488614MB/s,79.450117MB/s
"row_sums__one_block_per_row_strided__warp_aware","dram_read_throughput","Device Memory Read Throughput",159.403730GB/s,159.992417GB/s,159.837526GB/s
"row_sums__one_block_per_row_strided__warp_aware","dram_write_throughput","Device Memory Write Throughput",23.932942MB/s,92.663557MB/s,48.367230MB/s
"row_sums__one_block_per_row_strided__warp_aware","tex_cache_throughput","Unified Cache Throughput",158.784019GB/s,158.977230GB/s,158.900237GB/s
"row_sums__one_block_per_row_strided__warp_aware","local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row_strided__warp_aware","local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row_strided__warp_aware","shared_load_throughput","Shared Memory Load Throughput",317.568038MB/s,317.954458MB/s,317.800472MB/s
"row_sums__one_block_per_row_strided__warp_aware","shared_store_throughput","Shared Memory Store Throughput",4.981383GB/s,4.987445GB/s,4.985029GB/s
"row_sums__one_block_per_row_strided__warp_aware","gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_row_strided__warp_aware","gst_efficiency","Global Memory Store Efficiency",12.500000%,12.500000%,12.500000%
"row_sums__one_block_per_row_strided__warp_aware","tex_cache_transactions","Unified Cache Transactions",33554432,33554432,33554432
"row_sums__one_block_per_row_strided__warp_aware","cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row_strided__warp_aware","tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row_strided__warp_aware","ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row_strided__warp_aware","double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row_strided__warp_aware","special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row_strided__warp_aware","single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row_strided__warp_aware","flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","flop_count_sp","Floating Point Operations(Single Precision)",312999936,312999936,312999936
"row_sums__one_block_per_row_strided__warp_aware","flop_count_sp_add","Floating Point Operations(Single Precision Add)",312999936,312999936,312999936
"row_sums__one_block_per_row_strided__warp_aware","flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","flop_count_sp_special","Floating Point Operations(Single Precision Special)",32768,32768,32768
"row_sums__one_block_per_row_strided__warp_aware","inst_executed","Instructions Executed",146947072,146947072,146947072
"row_sums__one_block_per_row_strided__warp_aware","inst_issued","Instructions Issued",146955704,146955926,146955802
"row_sums__one_block_per_row_strided__warp_aware","dram_utilization","Device Memory Utilization","High (8)","High (8)","High (8)"
"row_sums__one_block_per_row_strided__warp_aware","tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row_strided__warp_aware","shared_efficiency","Shared Memory Efficiency",5.872253%,5.872253%,5.872253%
"row_sums__one_block_per_row_strided__warp_aware","shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row_strided__warp_aware","inst_fp_32","FP Instructions(Single)",313032704,313032704,313032704
"row_sums__one_block_per_row_strided__warp_aware","inst_fp_64","FP Instructions(Double)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_integer","Integer Instructions",2842216320,2842216320,2842216320
"row_sums__one_block_per_row_strided__warp_aware","inst_bit_convert","Bit-Convert Instructions",65536,65536,65536
"row_sums__one_block_per_row_strided__warp_aware","inst_control","Control-Flow Instructions",857735168,857735168,857735168
"row_sums__one_block_per_row_strided__warp_aware","inst_compute_ld_st","Load/Store Instructions",277365760,277365760,277365760
"row_sums__one_block_per_row_strided__warp_aware","inst_misc","Misc Instructions",70418432,70418432,70418432
"row_sums__one_block_per_row_strided__warp_aware","inst_inter_thread_communication","Inter-Thread Instructions",44564480,44564480,44564480
"row_sums__one_block_per_row_strided__warp_aware","issue_slots","Issue Slots",120115488,120115666,120115554
"row_sums__one_block_per_row_strided__warp_aware","cf_issued","Issued Control-Flow Instructions",35751936,35751936,35751936
"row_sums__one_block_per_row_strided__warp_aware","cf_executed","Executed Control-Flow Instructions",35751936,35751936,35751936
"row_sums__one_block_per_row_strided__warp_aware","ldst_issued","Issued Load/Store Instructions",35769344,35769344,35769344
"row_sums__one_block_per_row_strided__warp_aware","ldst_executed","Executed Load/Store Instructions",10865664,10865664,10865664
"row_sums__one_block_per_row_strided__warp_aware","atomic_transactions","Atomic Transactions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_global_loads","Warp level instructions for global loads",8388608,8388608,8388608
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_shared_loads","Warp level instructions for shared loads",16384,16384,16384
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_global_stores","Warp level instructions for global stores",16384,16384,16384
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_shared_stores","Warp level instructions for shared stores",263168,263168,263168
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",1073741824,1073741824,1073741824
"row_sums__one_block_per_row_strided__warp_aware","l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","dram_read_bytes","Total bytes read from DRAM to L2 cache",1077932480,1081177504,1080075397
"row_sums__one_block_per_row_strided__warp_aware","dram_write_bytes","Total bytes written from L2 cache to DRAM",157856,611296,319173
"row_sums__one_block_per_row_strided__warp_aware","l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",524288,524288,524288
"row_sums__one_block_per_row_strided__warp_aware","l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","global_load_requests","Total number of global load requests from Multiprocessor",33554432,33554432,33554432
"row_sums__one_block_per_row_strided__warp_aware","local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","global_store_requests","Total number of global store requests from Multiprocessor",16384,16384,16384
"row_sums__one_block_per_row_strided__warp_aware","local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",3.894583%,3.922520%,3.908257%
"row_sums__one_block_per_row_strided__warp_aware","stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",6.039633%,6.078792%,6.058261%
"row_sums__one_block_per_row_strided__warp_aware","stall_memory_dependency","Issue Stall Reasons (Data Request)",80.916970%,81.078679%,81.016874%
"row_sums__one_block_per_row_strided__warp_aware","stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row_strided__warp_aware","stall_sync","Issue Stall Reasons (Synchronization)",4.494460%,4.615840%,4.540723%
"row_sums__one_block_per_row_strided__warp_aware","stall_other","Issue Stall Reasons (Other)",3.681111%,3.692236%,3.687579%
"row_sums__one_block_per_row_strided__warp_aware","stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.006547%,0.007162%,0.006882%
"row_sums__one_block_per_row_strided__warp_aware","stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.310705%,0.312668%,0.311736%
"row_sums__one_block_per_row_strided__warp_aware","stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000012%,0.000012%,0.000012%
"row_sums__one_block_per_row_strided__warp_aware","stall_not_selected","Issue Stall Reasons (Not Selected)",0.468245%,0.472002%,0.469677%
"row_sums__one_block_per_row_strided__warp_aware","sysmem_read_transactions","System Memory Read Transactions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","sysmem_write_transactions","System Memory Write Transactions",5,5,5
"row_sums__one_block_per_row_strided__warp_aware","l2_read_transactions","L2 Read Transactions",33707271,33818017,33765317
"row_sums__one_block_per_row_strided__warp_aware","l2_write_transactions","L2 Write Transactions",16390,16390,16390
"row_sums__one_block_per_row_strided__warp_aware","ecc_transactions","ECC Transactions",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row_strided__warp_aware","tex_cache_hit_rate","Unified Cache Hit Rate",49.987796%,49.987796%,49.987796%
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",91.125488%,94.635010%,93.052165%
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_read_throughput","L2 Throughput (Texture Reads)",158.784019GB/s,158.977230GB/s,158.900237GB/s
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_write_throughput","L2 Throughput (Texture Writes)",79.392009MB/s,79.488614MB/s,79.450117MB/s
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_read_transactions","L2 Transactions (Texture Reads)",33554432,33554432,33554432
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_write_transactions","L2 Transactions (Texture Writes)",16384,16384,16384
"row_sums__one_block_per_row_strided__warp_aware","l2_read_throughput","L2 Throughput (Reads)",159.613313GB/s,160.157855GB/s,159.898906GB/s
"row_sums__one_block_per_row_strided__warp_aware","l2_write_throughput","L2 Throughput (Writes)",79.421083MB/s,79.517724MB/s,79.479213MB/s
"row_sums__one_block_per_row_strided__warp_aware","sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row_strided__warp_aware","sysmem_write_throughput","System Memory Write Throughput",24.809570KB/s,24.839844KB/s,24.827148KB/s
"row_sums__one_block_per_row_strided__warp_aware","l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row_strided__warp_aware","l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row_strided__warp_aware","l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row_strided__warp_aware","ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row_strided__warp_aware","sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row_strided__warp_aware","sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row_strided__warp_aware","pcie_total_data_transmitted","PCIe Total Data Transmitted",0,1024,341
"row_sums__one_block_per_row_strided__warp_aware","pcie_total_data_received","PCIe Total Data Received",0,512,170
"row_sums__one_block_per_row_strided__warp_aware","sysmem_read_bytes","System Memory Read Bytes",0,0,0
"row_sums__one_block_per_row_strided__warp_aware","sysmem_write_bytes","System Memory Write Bytes",160,160,160
"row_sums__one_block_per_row_strided__warp_aware","l2_tex_hit_rate","L2 Cache Hit Rate",0.044473%,0.046186%,0.045413%
"row_sums__one_block_per_row_strided__warp_aware","gld_transactions","Global Load Transactions",134217730,134217730,134217730
"row_sums__one_block_per_row_strided__warp_aware","gld_transactions_per_request","Global Load Transactions Per Request",16.000000,16.000000,16.000000
"row_sums__one_block_per_row_strided__warp_aware","eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.188282,1.194248,1.190821
"row_sums__one_block_per_row_strided__warp_aware","flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.901355%,0.907864%,0.905860%
"row_sums__one_block_per_row_strided__warp_aware","flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"column_sums","sm_efficiency","Multiprocessor Activity",99.117102%,99.660403%,99.413348%
"column_sums","achieved_occupancy","Achieved Occupancy",0.497950,0.498921,0.498505
"column_sums","ipc","Executed IPC",0.387636,0.388955,0.388352
"column_sums","issued_ipc","Issued IPC",0.387810,0.389311,0.388582
"column_sums","inst_per_warp","Instructions per warp",98342.000000,98342.000000,98342.000000
"column_sums","branch_efficiency","Branch Efficiency",100.000000%,100.000000%,100.000000%
"column_sums","warp_execution_efficiency","Warp Execution Efficiency",100.000000%,100.000000%,100.000000%
"column_sums","warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",99.996949%,99.996949%,99.996949%
"column_sums","inst_replay_overhead","Instruction Replay Overhead",0.000030,0.000030,0.000030
"column_sums","issue_slot_utilization","Issue Slot Utilization",8.079942%,8.111226%,8.096026%
"column_sums","shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"column_sums","shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"column_sums","local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"column_sums","local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"column_sums","gst_transactions_per_request","Global Store Transactions Per Request",4.000000,4.000000,4.000000
"column_sums","shared_store_transactions","Shared Store Transactions",0,0,0
"column_sums","shared_load_transactions","Shared Load Transactions",0,0,0
"column_sums","local_load_transactions","Local Load Transactions",0,0,0
"column_sums","local_store_transactions","Local Store Transactions",0,0,0
"column_sums","gst_transactions","Global Store Transactions",2048,2048,2048
"column_sums","dram_read_transactions","Device Memory Read Transactions",33720422,33813566,33762981
"column_sums","dram_write_transactions","Device Memory Write Transactions",3490,14686,7599
"column_sums","global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"column_sums","local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"column_sums","gld_requested_throughput","Requested Global Load Throughput",164.888237GB/s,165.009259GB/s,164.945991GB/s
"column_sums","gst_requested_throughput","Requested Global Store Throughput",10.305514MB/s,10.313078MB/s,10.309123MB/s
"column_sums","gld_throughput","Global Load Throughput",164.888237GB/s,165.009259GB/s,164.945991GB/s
"column_sums","gst_throughput","Global Store Throughput",10.305514MB/s,10.313078MB/s,10.309123MB/s
"column_sums","dram_read_throughput","Device Memory Read Throughput",165.703921GB/s,166.226457GB/s,165.971173GB/s
"column_sums","dram_write_throughput","Device Memory Write Throughput",17.568495MB/s,73.931470MB/s,38.254837MB/s
"column_sums","tex_cache_throughput","Unified Cache Throughput",164.888237GB/s,165.009259GB/s,164.945991GB/s
"column_sums","local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%,100.000000%
"column_sums","gst_efficiency","Global Memory Store Efficiency",100.000000%,100.000000%,100.000000%
"column_sums","tex_cache_transactions","Unified Cache Transactions",33554432,33554432,33554432
"column_sums","cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"column_sums","tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"column_sums","ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"column_sums","double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"column_sums","special_fu_utilization","Special Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"column_sums","single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"column_sums","flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"column_sums","flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"column_sums","flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"column_sums","flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"column_sums","flop_count_sp","Floating Point Operations(Single Precision)",268435456,268435456,268435456
"column_sums","flop_count_sp_add","Floating Point Operations(Single Precision Add)",268435456,268435456,268435456
"column_sums","flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"column_sums","flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"column_sums","flop_count_sp_special","Floating Point Operations(Single Precision Special)",0,0,0
"column_sums","inst_executed","Instructions Executed",50351104,50351104,50351104
"column_sums","inst_issued","Instructions Issued",50352598,50352616,50352605
"column_sums","dram_utilization","Device Memory Utilization","High (8)","High (8)","High (8)"
"column_sums","tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"column_sums","shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"column_sums","shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"column_sums","inst_fp_32","FP Instructions(Single)",268435456,268435456,268435456
"column_sums","inst_fp_64","FP Instructions(Double)",0,0,0
"column_sums","inst_integer","Integer Instructions",939884544,939884544,939884544
"column_sums","inst_bit_convert","Bit-Convert Instructions",0,0,0
"column_sums","inst_control","Control-Flow Instructions",67125248,67125248,67125248
"column_sums","inst_compute_ld_st","Load/Store Instructions",268451840,268451840,268451840
"column_sums","inst_misc","Misc Instructions",67289088,67289088,67289088
"column_sums","inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"column_sums","issue_slots","Issue Slots",41963478,41963496,41963485
"column_sums","cf_issued","Issued Control-Flow Instructions",2099200,2099200,2099200
"column_sums","cf_executed","Executed Control-Flow Instructions",2099200,2099200,2099200
"column_sums","ldst_issued","Issued Load/Store Instructions",33557504,33557504,33557504
"column_sums","ldst_executed","Executed Load/Store Instructions",8390144,8390144,8390144
"column_sums","atomic_transactions","Atomic Transactions",0,0,0
"column_sums","atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"column_sums","inst_executed_global_loads","Warp level instructions for global loads",8388608,8388608,8388608
"column_sums","inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"column_sums","inst_executed_shared_loads","Warp level instructions for shared loads",0,0,0
"column_sums","inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"column_sums","inst_executed_global_stores","Warp level instructions for global stores",512,512,512
"column_sums","inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"column_sums","inst_executed_shared_stores","Warp level instructions for shared stores",0,0,0
"column_sums","inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"column_sums","inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"column_sums","inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"column_sums","inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"column_sums","inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"column_sums","inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"column_sums","inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"column_sums","l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",1073741824,1073741824,1073741824
"column_sums","l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"column_sums","l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"column_sums","dram_read_bytes","Total bytes read from DRAM to L2 cache",1079053504,1082034112,1080415402
"column_sums","dram_write_bytes","Total bytes written from L2 cache to DRAM",111680,469952,243189
"column_sums","l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",65536,65536,65536
"column_sums","l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"column_sums","l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"column_sums","l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"column_sums","l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"column_sums","l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"column_sums","global_load_requests","Total number of global load requests from Multiprocessor",33554432,33554432,33554432
"column_sums","local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"column_sums","surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"column_sums","global_store_requests","Total number of global store requests from Multiprocessor",2048,2048,2048
"column_sums","local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"column_sums","surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"column_sums","global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"column_sums","global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"column_sums","surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"column_sums","surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"column_sums","texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"column_sums","stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",0.988092%,0.992904%,0.990839%
"column_sums","stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",3.331523%,3.344509%,3.338939%
"column_sums","stall_memory_dependency","Issue Stall Reasons (Data Request)",95.065555%,95.082103%,95.069896%
"column_sums","stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"column_sums","stall_sync","Issue Stall Reasons (Synchronization)",0.000000%,0.000000%,0.000000%
"column_sums","stall_other","Issue Stall Reasons (Other)",0.415675%,0.417255%,0.416468%
"column_sums","stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.005829%,0.011525%,0.006868%
"column_sums","stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.010973%,0.011033%,0.010993%
"column_sums","stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000204%,0.000207%,0.000206%
"column_sums","stall_not_selected","Issue Stall Reasons (Not Selected)",0.164039%,0.166778%,0.165790%
"column_sums","sysmem_read_transactions","System Memory Read Transactions",0,0,0
"column_sums","sysmem_write_transactions","System Memory Write Transactions",5,5,5
"column_sums","l2_read_transactions","L2 Read Transactions",33707381,33823085,33759788
"column_sums","l2_write_transactions","L2 Write Transactions",2054,2054,2054
"column_sums","ecc_transactions","ECC Transactions",0,0,0
"column_sums","local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"column_sums","tex_cache_hit_rate","Unified Cache Hit Rate",50.000000%,50.000000%,50.000000%
"column_sums","l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"column_sums","l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",0.000000%,25.781250%,4.427083%
"column_sums","l2_tex_read_throughput","L2 Throughput (Texture Reads)",164.888237GB/s,165.009259GB/s,164.945991GB/s
"column_sums","l2_tex_write_throughput","L2 Throughput (Texture Writes)",10.305514MB/s,10.313078MB/s,10.309123MB/s
"column_sums","l2_tex_read_transactions","L2 Transactions (Texture Reads)",33554432,33554432,33554432
